TargetGene	Cell	log2FC.D14	RRA.padj.
TUBG1	HAP1	-1.54374977284663	0.00791968102229169
DARS2	HAP1	-0.861947616944038	0.00801178336457845
NARS2	HAP1	-0.79245164009201	0.00801178336457845
RFT1	HAP1	-0.785014989049629	0.00807587104085679
MRPS14	HAP1	-0.948634276369318	0.00814039839684638
RFC5	HAP1	-1.33667684687617	0.00815464198147361
USF2	HAP1	-0.784949142782051	0.00827078222260927
CIAPIN1	HAP1	-1.0212565067584	0.0083299260762488
TRMT5	HAP1	-0.879106729530651	0.0083299260762488
GMPS	HAP1	-1.31039564774602	0.00836930255619282
MTA3	HAP1	-1.20488180372365	0.00838943466404009
SKIV2L	HAP1	-0.974132243558921	0.00841932632109111
ZCCHC9	HAP1	-1.22828585005301	0.00844930986807163
PARK7	HAP1	-0.856429623621325	0.00862130537871426
RACGAP1	HAP1	-1.29824342760535	0.00862130537871426
TAZ	HAP1	-1.3282583046533	0.00865817648764911
BUB1B	HAP1	-1.19624179629096	0.00872035307957586
MRPL39	HAP1	-1.12213393796374	0.0088274308593064
MFN2	HAP1	-0.928813464176322	0.00885865114642709
GTF3A	HAP1	-1.01107954827099	0.00888996670685778
IST1	HAP1	-0.998246483416733	0.00896002978108734
THRAP3	HAP1	-0.998509246981694	0.00914819498700729
SRSF9	HAP1	-1.10670541350724	0.00918038042428087
CDCA5	HAP1	-1.34739364547451	0.00919801705019779
MRPS7	HAP1	-1.07502691807102	0.00919801705019779
RBM15	HAP1	-0.791162480619726	0.00919801705019779
DPAGT1	HAP1	-0.769369020474532	0.00923035835509695
LDHA	HAP1	-1.39073213517697	0.00925584009735649
NUPL2	HAP1	-0.941970103722919	0.00925584009735649
FBXW11	HAP1	-0.779760561046621	0.00932797196994572
NXT1	HAP1	-1.00301624681194	0.0093533016178348
ZNF134	HAP1	-0.779650452816849	0.0093533016178348
PRELID1	HAP1	-0.932496950808577	0.00938611590375462
LUC7L	HAP1	-0.89988290117712	0.00941159539160344
RSRC2	HAP1	-0.966240839530222	0.00941159539160344
KIF20A	HAP1	-1.26231855244694	0.00943714585539975
PLK4	HAP1	-0.956211826564161	0.00943714585539975
WDR82	HAP1	-1.01428641866425	0.00947021844468573
ATP1B3	HAP1	-1.05040991137125	0.00950339101813211
VPRBP	HAP1	-1.55603993540775	0.00950895789104538
IPO13	HAP1	-1.1657142305164	0.00952169261396306
UBAP2	HAP1	-0.760403895266834	0.00952169261396306
GRPEL1	HAP1	-0.862250052194813	0.00963708622175829
MRPS21	HAP1	-0.734637248598302	0.00971214577079918
EED	HAP1	-1.04448565133096	0.00978770675579406
AKAP8L	HAP1	-0.892624873352874	0.00981415269247357
NUBP1	HAP1	-0.898612561708799	0.00981415269247357
RBX1	HAP1	-0.803283525612971	0.0098903906412624
DLAT	HAP1	-0.795917130869209	0.0100522343425007
NFX1	HAP1	-0.982225173297019	0.010216363816719
MCRS1	HAP1	-1.0992847833346	0.0102517601633918
GTF3C6	HAP1	-1.20291627726381	0.0102872623083143
GART	HAP1	-0.846677252781476	0.0103585850523121
HIC2	HAP1	-0.788313920263536	0.0103585850523121
MIS18A	HAP1	-1.49122835197109	0.0104447964948241
TBP	HAP1	-0.764239295808299	0.0105633087830364
ANKLE2	HAP1	-0.801251057521118	0.0105833115003027
DICER1	HAP1	-0.921096515227088	0.0105833115003027
DPH3	HAP1	-0.977768129295498	0.0105833115003027
XPO4	HAP1	-0.77699214965642	0.0106197996903602
SEC63	HAP1	-0.81531448625193	0.0106563963999154
FPGS	HAP1	-1.11553541269735	0.0107382085116245
RAD51C	HAP1	-0.832085020417871	0.0107751545123527
SACM1L	HAP1	-0.746421837634073	0.0108122101669339
MRPL15	HAP1	-1.18930921573077	0.0108950452453387
HIST1H2AG	HAP1	-1.25869905026687	0.0109470405140786
NASP	HAP1	-1.24442679378453	0.0109566147869889
NUS1	HAP1	-1.15403091039991	0.010997741922984
TIMM23	HAP1	-1.40262411882606	0.010997741922984
POLR1D	HAP1	-1.00796385019864	0.011121164247619
TBX5	HAP1	-0.770323894140074	0.011121164247619
ELP6	HAP1	-1.51393112245142	0.0111592417542309
DCAF13	HAP1	-0.948218540830389	0.0112443441658198
GEMIN8	HAP1	-1.20364154203322	0.0112482676670699
EIF3K	HAP1	-0.875635974949542	0.0113213345585812
MAD2L1BP	HAP1	-0.836229865690732	0.0113600000468768
CENPP	HAP1	-0.902642866700102	0.0114289486205192
SLC25A5	HAP1	-0.779046460044734	0.0114289486205192
ZNF281	HAP1	-0.799754578120663	0.0114289486205192
ARF1	HAP1	-0.758477714019964	0.011467933574336
HIST1H2AB	HAP1	-1.42033789223341	0.0114935563039237
MRPS31	HAP1	-1.02594770370509	0.0114935563039237
SPCS3	HAP1	-0.713463546879233	0.0114935563039237
PPP1R2	HAP1	-0.787395050283332	0.011528700355699
NGDN	HAP1	-0.81041157981755	0.0116645844024661
DCTN2	HAP1	-1.21845501994222	0.0117978955095863
TARS2	HAP1	-0.917655013637898	0.0117978955095863
GEMIN7	HAP1	-0.716328006518763	0.0118329509444414
XRCC2	HAP1	-0.795856129905427	0.0119224235625583
LIN7C	HAP1	-0.901738119632234	0.0120124765039343
E2F4	HAP1	-0.706372988415334	0.012053164614444
GTF3C4	HAP1	-1.30679366676304	0.0120631322409185
ETFA	HAP1	-0.898102910314904	0.0120757302999479
KIF2C	HAP1	-0.894552987440768	0.0120757302999479
MRPS11	HAP1	-0.879146135068881	0.0121074845318556
SMG5	HAP1	-1.13964687407865	0.0121074845318556
PNO1	HAP1	-1.22519352442995	0.0121987231443641
NHLRC2	HAP1	-0.742461056614422	0.0122307641410443
PSIP1	HAP1	-0.734062105750271	0.0122307641410443
MRPL18	HAP1	-1.1957498749797	0.0123043202918653
RNASEH1	HAP1	-0.781232506089232	0.0123043202918653
RPRD2	HAP1	-0.888735120992088	0.0123043202918653
GOLT1B	HAP1	-0.90223229842182	0.0123366294600157
MED6	HAP1	-1.25187701031976	0.0123366294600157
DEAF1	HAP1	-0.678553288358759	0.0123782762759817
ESF1	HAP1	-1.08112095495388	0.012574208948924
DDX17	HAP1	-1.02426687075507	0.0126165385045024
IPO9	HAP1	-1.24413688096744	0.0127442655866695
LTV1	HAP1	-0.92593441926575	0.0127442655866695
PRRC2A	HAP1	-0.853128872785196	0.0127442655866695
FAM50A	HAP1	-0.806358565781474	0.012787088416062
MRPS22	HAP1	-0.811200403368752	0.0128300353130104
PA2G4	HAP1	-1.27672699468823	0.012830629707008
MRPL13	HAP1	-0.940205797276781	0.0129692516694053
PCBP1	HAP1	-1.17515394071645	0.0130660127650465
GMNN	HAP1	-0.88443782469859	0.0131097608676519
THOC6	HAP1	-1.14120921129355	0.0131536352680648
MIOS	HAP1	-0.883442357744239	0.0131976362714124
GON4L	HAP1	-0.745407158630587	0.0132319699791361
MNT	HAP1	-0.694650872008913	0.0132319699791361
SAE1	HAP1	-1.29630892149823	0.0133304019592183
SLC29A1	HAP1	-0.736342293343175	0.0134294620952355
TFB1M	HAP1	-0.859084650623665	0.0134742548810637
UBA6	HAP1	-1.19476301434862	0.0135191764793466
CARM1	HAP1	-1.11263782268641	0.0135542388147997
DHX30	HAP1	-0.736644418184317	0.0135542388147997
MRPS18B	HAP1	-0.786931675622908	0.0135993930732136
PTP4A1	HAP1	-1.36420455158936	0.0136733435372724
HMGCS1	HAP1	-0.775055788630859	0.013690090962416
GFM1	HAP1	-1.08048420232712	0.0137914285318802
ICT1	HAP1	-0.862781812409666	0.013837260530601
NMT1	HAP1	-1.15390956462831	0.0139395308809004
RPL22	HAP1	-0.850770779301897	0.013985784136595
GTF3C5	HAP1	-0.826654283840382	0.0140889944119972
MRPL51	HAP1	-0.929441195784741	0.0141824832049496
ZCCHC8	HAP1	-0.777724384921455	0.0141824832049496
ELP5	HAP1	-0.940263559363139	0.0142294279062983
HEXIM1	HAP1	-0.856211605550084	0.0143341747848146
ATIC	HAP1	-1.47444257995847	0.0143634834167103
UBAP1	HAP1	-0.671933020124553	0.0143710670629234
CDK9	HAP1	-1.24759983553327	0.014404287586939
MED4	HAP1	-1.18994981318736	0.014404287586939
DLD	HAP1	-1.09750497820229	0.0144556464020793
DDX52	HAP1	-1.18168146823494	0.0144557171746275
HELZ	HAP1	-1.05462019018459	0.0144928400406883
ACO2	HAP1	-0.877115054570535	0.0145090877344027
KHDRBS1	HAP1	-0.715080491437002	0.0145090877344027
MRPL44	HAP1	-0.645647238992311	0.0145090877344027
ZNF292	HAP1	-0.747766902578507	0.0145090877344027
TUBD1	HAP1	-0.681545830663255	0.0146155715649063
RREB1	HAP1	-0.868289242885248	0.0146531661357814
VPS13D	HAP1	-0.747086950738623	0.0146531661357814
CEP85	HAP1	-0.874871122310888	0.0147014656165997
TSC22D2	HAP1	-0.995132188375779	0.0147499023129542
HAUS3	HAP1	-0.866758224965615	0.0147771684494049
LIG1	HAP1	-0.702075530664311	0.0147771684494049
RBM7	HAP1	-0.601313980863373	0.0147771684494049
HARS2	HAP1	-0.989694502387529	0.0148258257960976
RPTOR	HAP1	-0.958390606381064	0.0149833838012443
ST13	HAP1	-0.751474715704353	0.0149833838012443
FOXJ3	HAP1	-0.77069870898848	0.0151532452451704
GGPS1	HAP1	-1.02161647135966	0.0153749582952788
SDHD	HAP1	-0.824147076254986	0.0153749582952788
USP1	HAP1	-1.09275486717082	0.0154316799500153
WDR4	HAP1	-0.835993012610094	0.0154757698348353
MED15	HAP1	-0.666270688422273	0.0155882932595293
CENPM	HAP1	-1.21790640825588	0.0157640277021219
CLASRP	HAP1	-1.17992496075794	0.0159300898207012
MAX	HAP1	-0.702587290674917	0.0159300898207012
ZNF317	HAP1	-0.653923765108134	0.0160454429992243
COX4I1	HAP1	-0.756318105056408	0.0160976491875052
LSM14A	HAP1	-0.948800994358514	0.0162140413548899
NHP2	HAP1	-0.963302949961218	0.0164607029643911
NDUFS3	HAP1	-0.912859429904715	0.0165675649557518
USE1	HAP1	-1.11779785896355	0.0165675649557518
MED8	HAP1	-1.32591548537093	0.0167986058451418
GID8	HAP1	-0.837661458376447	0.0168069075023475
FASTKD2	HAP1	-0.930701640810552	0.0169276881703459
CENPW	HAP1	-1.2490895808105	0.0169804055801592
NFE2L2	HAP1	-0.869356130000745	0.0169804055801592
ZNF91	HAP1	-0.752727640216004	0.0171593348670693
DNM2	HAP1	-1.22247807176563	0.0173379111087604
FOXM1	HAP1	-1.08894326672003	0.0173379111087604
REST	HAP1	-0.707675673756496	0.0173814188801313
ZNF92	HAP1	-0.766062360555648	0.0173814188801313
TRIM71	HAP1	-0.957989796995719	0.0177816706369447
MRPL19	HAP1	-1.0453665703006	0.0178958247515573
PRDM4	HAP1	-0.900000164227459	0.0178958247515573
MRPS33	HAP1	-0.927875342331141	0.0180106102944212
RPN1	HAP1	-0.943430634692073	0.0180106102944212
EEF1A2	HAP1	-0.910333425266749	0.0180682407638604
B2M	HAP1	-0.709366228245099	0.0181260301866122
FXR1	HAP1	-0.936025783838413	0.0181712271911254
RPL36AL	HAP1	-0.804306637424177	0.0181712271911254
IGF2BP3	HAP1	-0.790122357837692	0.01822930383702
CCDC174	HAP1	-0.747469876759539	0.0183587847575154
AP2S1	HAP1	-1.13629329560504	0.0184173744628634
FAM210A	HAP1	-0.760455657438753	0.0187388830084591
RHEB	HAP1	-0.918558846116891	0.0187388830084591
URB2	HAP1	-0.743549614696383	0.0187388830084591
ROMO1	HAP1	-0.646590023786488	0.0188714608832484
RBM26	HAP1	-1.17329845918742	0.0189314481274088
TGS1	HAP1	-1.01789299583622	0.018959383312648
NSMCE1	HAP1	-0.669258988923174	0.01905191606639
MMADHC	HAP1	-0.739522377905742	0.0193351178166235
COX7B	HAP1	-0.75494799711734	0.0193963630550716
KDM2A	HAP1	-0.883222821796404	0.0194577755133616
PTK2	HAP1	-0.895554821933977	0.01958110361822
SNRNP27	HAP1	-1.05849967453769	0.01958110361822
ASH1L	HAP1	-0.676711387067416	0.0196294074044226
RIOK3	HAP1	-1.18622957515303	0.0196294074044226
CHTF8	HAP1	-0.891096151603381	0.0196642232347267
WDR26	HAP1	-1.08992098237458	0.0196642232347267
ZNF22	HAP1	-0.970230229593739	0.0196642232347267
TAF5L	HAP1	-0.608960559694116	0.019726376720312
EXOSC10	HAP1	-0.831644681724443	0.0197750427189137
RBPJ	HAP1	-0.932330578094649	0.0197750427189137
TXNRD1	HAP1	-1.25274587451721	0.019797793156386
IVNS1ABP	HAP1	-0.699258929433033	0.0198238299246826
NAT10	HAP1	-1.29399415301082	0.0198371275498504
MRPL47	HAP1	-0.736257593982291	0.019949190468395
ERCC3	HAP1	-1.0103919824633	0.0200121266206324
ZXDC	HAP1	-0.803842175727813	0.0200752338774972
AHCY	HAP1	-0.685204736951028	0.0202019632624845
TFDP1	HAP1	-1.1754638547321	0.0202019632624845
RAB10	HAP1	-0.78802054644941	0.0202655861710718
NSUN2	HAP1	-0.668546126118062	0.0203154575111459
TNRC6A	HAP1	-0.573165145719243	0.0203154575111459
SLC30A9	HAP1	-0.9779558568914	0.020379391889341
HNRNPF	HAP1	-0.946084950283689	0.0204295259620873
MRPL2	HAP1	-0.75944741271704	0.0204295259620873
G3BP1	HAP1	-1.25395718313207	0.0204311786736151
TRMT11	HAP1	-0.927469804314875	0.020479784203725
CCNT1	HAP1	-0.68878531565925	0.0205946936899364
DEPDC1	HAP1	-0.614155580526919	0.0205946936899364
RNF8	HAP1	-0.79864317003679	0.0205946936899364
ZC3H4	HAP1	-1.07504205002565	0.0208034666138682
ZC3H8	HAP1	-0.631547929135074	0.0208034666138682
MRGBP	HAP1	-0.753152725565925	0.0209341688133374
PHF20	HAP1	-1.18929183156673	0.0209341688133374
FUBP3	HAP1	-0.773489980892538	0.0210655782081946
GTF2E2	HAP1	-0.665174438146554	0.0210655782081946
E2F3	HAP1	-0.655303023616909	0.0212120693184575
MAGOHB	HAP1	-0.729064729640297	0.0212784318147671
BOLA3	HAP1	-0.594680584972992	0.0214116938419724
STRIP1	HAP1	-1.1699596866433	0.0214116938419724
CYCS	HAP1	-0.682804677560903	0.0214785941802214
OGDH	HAP1	-0.939724754377233	0.0215311265492082
ZFP91	HAP1	-0.60874944079837	0.0215311265492082
GTF2F2	HAP1	-1.14093749607333	0.0215983519026611
SCAP	HAP1	-0.906500295379645	0.0217480004840905
ARPC2	HAP1	-1.07941045891363	0.0217784600021655
ATP13A1	HAP1	-0.852924066582231	0.0217784600021655
HGS	HAP1	-0.98923850159932	0.0217784600021655
THAP11	HAP1	-0.798161909440738	0.0217784600021655
LCMT1	HAP1	-0.812223702599016	0.0218396717525781
MED19	HAP1	-0.607440980648202	0.0219077335413863
HIST1H1D	HAP1	-1.1014578163617	0.0219759780496023
AIMP1	HAP1	-0.761888895530578	0.0220001398126292
GEMIN2	HAP1	-0.916489865354821	0.0220001398126292
MIER2	HAP1	-0.624981042111488	0.0220001398126292
VEZT	HAP1	-0.629532732887148	0.0220001398126292
CHORDC1	HAP1	-0.790445848518333	0.0220686429192187
CFLAR	HAP1	-1.24298542919736	0.0222210444457388
DCP1A	HAP1	-0.670762442531932	0.0224588403071128
RNPC3	HAP1	-0.931981446543556	0.0225285614028021
THAP4	HAP1	-0.671066369634768	0.0225834032911343
VMP1	HAP1	-0.931133761182687	0.0225834032911343
DDX10	HAP1	-1.10464425370015	0.0226534610196037
KLF16	HAP1	-0.668588330815926	0.0227237059454894
UBE2L3	HAP1	-1.02752019379436	0.0227941384871282
TUBE1	HAP1	-0.526501622687674	0.0229508178075932
PSMB3	HAP1	-0.955441639302953	0.0230615030100931
CENPJ	HAP1	-0.690737687493148	0.0230777532042272
KLF4	HAP1	-1.15722925046152	0.0230777532042272
SLC39A7	HAP1	-0.713547485209566	0.0233078905068388
SMS	HAP1	-0.84754070537484	0.0233078905068388
ARF4	HAP1	-0.769553785928787	0.0233644034357773
VARS2	HAP1	-0.922340335827494	0.0233644034357773
PHAX	HAP1	-0.687542099916971	0.0235244235396527
MRPL14	HAP1	-0.710082103598127	0.0235813994820845
PMS2	HAP1	-0.669506559090508	0.0235813994820845
RLF	HAP1	-0.606635363647616	0.0237426876783307
WRAP53	HAP1	-0.873492293497	0.023800129784302
ZWILCH	HAP1	-0.68259167858384	0.023800129784302
SMAD4	HAP1	-0.721907785789384	0.0238734272751406
VBP1	HAP1	-0.672338260814309	0.023946919177825
PGD	HAP1	-0.619255954900211	0.0240048132832639
SCAF1	HAP1	-0.597048977056973	0.0240048132832639
FAM120A	HAP1	-0.819096949173381	0.0240786571376086
ALG8	HAP1	-0.778354014067147	0.0241368483952711
TRMT6	HAP1	-0.590652271025464	0.0241368483952711
MRPL37	HAP1	-0.620129274091892	0.0241951799633655
PIGS	HAP1	-0.631318126120226	0.0241951799633655
DHFR	HAP1	-0.690686262196736	0.0242377896813925
GCN1L1	HAP1	-0.57861442523928	0.0242377896813925
RPL37	HAP1	-1.23199246297159	0.0242377896813925
LYRM4	HAP1	-1.07237227506459	0.0243721949621766
OPA1	HAP1	-0.820428436833727	0.0243721949621766
PFAS	HAP1	-0.766978044532011	0.0243721949621766
SRP9	HAP1	-0.742964163069557	0.0244458507111292
DDX56	HAP1	-1.70832300185723	0.0245154721894438
VPS41	HAP1	-0.666361951662079	0.0245154721894438
ATRX	HAP1	-0.684048894627788	0.0245800946075362
EIF1B	HAP1	-0.681371156793757	0.0246394514369986
GNL1	HAP1	-0.751834166950476	0.0246394514369986
RANBP6	HAP1	-0.729192764092538	0.0248068553988731
KIAA0100	HAP1	-0.852987673685152	0.0248828416657038
MED27	HAP1	-1.21296855828299	0.0248974230002098
PIK3R4	HAP1	-0.531445004339404	0.0251120046513391
PTRH2	HAP1	-0.647736610936369	0.0251120046513391
AIMP2	HAP1	-0.904264455429321	0.025265787891715
OSTC	HAP1	-0.579249745007793	0.025265787891715
PRKRA	HAP1	-1.02590902112569	0.0253266012008134
SAP30BP	HAP1	-1.32304238865399	0.0253266012008134
POLR1C	HAP1	-1.33939033038109	0.0253503163813619
POU2F1	HAP1	-0.691397298080504	0.0256703611858032
CTDNEP1	HAP1	-0.677299108548019	0.0257320147949052
VPS29	HAP1	-1.0116564533168	0.0257320147949052
SLC25A26	HAP1	-0.739971414017737	0.0259057425279334
NUBP2	HAP1	-0.537302972312508	0.0259678938378979
TSC2	HAP1	-0.949699466694643	0.0259678938378979
NSRP1	HAP1	-0.702555130727111	0.0262224745028737
RNF220	HAP1	-0.908332446619805	0.0262224745028737
PIP5K1A	HAP1	-1.69449088459606	0.0264786618364736
PDPK1	HAP1	-0.602983212118706	0.0264791917239791
ATP6V0D1	HAP1	-0.662391831395819	0.0266572293042872
HINT1	HAP1	-0.688802017640783	0.0267380604247395
RPP14	HAP1	-1.08242454977059	0.0267668387666344
UFL1	HAP1	-0.856082371571816	0.0268019328401132
ARL6IP1	HAP1	-0.978165361120945	0.0268487899928655
ATP6V1F	HAP1	-0.59993233625211	0.0268487899928655
PSME3	HAP1	-0.586464765579868	0.0268487899928655
REXO2	HAP1	-0.898070359916316	0.0269301324047831
MRPS35	HAP1	-0.732765295252544	0.027011686966239
PRPF18	HAP1	-1.28301898883427	0.0273923447136344
COX5B	HAP1	-0.782016798214467	0.0277776360880147
EIF2AK1	HAP1	-0.602577826042481	0.0280652042962718
CCDC58	HAP1	-0.575677144408734	0.0281496788471249
ADSL	HAP1	-1.24299877914759	0.0281581361347861
MRPL43	HAP1	-0.826453929713308	0.028319285144984
DTYMK	HAP1	-0.975981402201019	0.0284897708704843
FNBP4	HAP1	-0.938315038757455	0.0284897708704843
ELL	HAP1	-1.00197760127269	0.028568535276676
SRP72	HAP1	-1.33227801657696	0.028568535276676
MRPS2	HAP1	-0.63237930257292	0.0287471567254903
WBSCR16	HAP1	-0.589820933581829	0.0289381730210659
PIK3C3	HAP1	-0.556135238458821	0.0290249013592971
TRAP1	HAP1	-0.654610162669887	0.0291118534717551
HUS1	HAP1	-1.00314124026355	0.0292393312164369
TMEM123	HAP1	-0.56557237177084	0.0292864309511059
KANSL3	HAP1	-1.20680929228646	0.0294595461337399
ANLN	HAP1	-0.945691772781085	0.0294619093309862
REXO1	HAP1	-0.88769313424869	0.0297643111299433
STARD7	HAP1	-0.927357893329194	0.0297923819839299
FARSA	HAP1	-0.999279188975936	0.029904000588706
GTF2H3	HAP1	-0.609642700808743	0.0299233919940391
BAZ2A	HAP1	-0.78308655809327	0.0299937887936943
MAPK1	HAP1	-0.603242349551674	0.0299937887936943
CINP	HAP1	-0.588866969291287	0.0300832344671181
ITGAV	HAP1	-0.950494480000161	0.0302818125468441
MRPL32	HAP1	-0.926920268960482	0.0303719931956683
DDX50	HAP1	-0.717487443836487	0.0304624050368006
CALM3	HAP1	-0.591522568227783	0.0307735477520182
PNN	HAP1	-1.27152316614644	0.0307898880783094
RPS10	HAP1	-0.897208993677214	0.030956645306662
MBD3	HAP1	-1.18117645465122	0.0310194891206412
DDX24	HAP1	-0.763240345810234	0.0310291400300591
MASTL	HAP1	-0.576839111154268	0.0311212295256302
PPAT	HAP1	-0.733175037772438	0.0312135542917048
TSN	HAP1	-0.57163148734538	0.031418499239299
GEMIN4	HAP1	-0.598817584882597	0.0315115786246551
BNIP1	HAP1	-0.7013602420933	0.0316048953864995
NCKAP1	HAP1	-0.950977378349975	0.0318120389821596
DPH5	HAP1	-0.79617384203988	0.0318664575476047
EXOC1	HAP1	-0.670794359054475	0.0318664575476047
PYURF	HAP1	-0.68741467383705	0.0318664575476047
ACTB	HAP1	-1.04177970788996	0.0319857250926483
PFDN1	HAP1	-0.584052656598683	0.0321498528089142
RABEP1	HAP1	-0.762067440087476	0.0321498528089142
RBBP6	HAP1	-1.30802341119944	0.0322035287802416
TSFM	HAP1	-0.696981621065074	0.0325713985325495
THG1L	HAP1	-0.853466109036711	0.033018116150382
ZNF143	HAP1	-0.59519176447221	0.0333514643541247
FLAD1	HAP1	-0.625450234656417	0.0335476381910867
MYNN	HAP1	-0.653202064045964	0.0335476381910867
AURKB	HAP1	-0.977304724173615	0.0336460971896765
BLM	HAP1	-0.712031572976274	0.0337448049407386
SET	HAP1	-1.03301551953872	0.0338087510245163
TAF1B	HAP1	-0.697119076853702	0.0345276551895573
ZNF195	HAP1	-0.505430772313269	0.0345276551895573
POLR3A	HAP1	-0.71123679524045	0.0346285677508301
SUDS3	HAP1	-1.0204144204926	0.0349758252034606
AIFM1	HAP1	-0.677120448951268	0.0352017780179676
TAF8	HAP1	-0.792059395941788	0.0353043710360022
POLR3B	HAP1	-0.57232781314569	0.0355321420689409
SLC20A1	HAP1	-0.643013176615069	0.0357611744008552
HOXD13	HAP1	-0.746372136255288	0.0361181763917287
PDSS1	HAP1	-0.693314167951648	0.0362008508103704
THAP1	HAP1	-0.458521198527837	0.0362008508103704
RIPK1	HAP1	-0.72048194048866	0.0363059320787349
EIF5B	HAP1	-0.803114675816129	0.0364784104898317
GPATCH4	HAP1	-0.572996608374665	0.0365168829424456
ATP6V0B	HAP1	-0.674995615164755	0.0366227536359773
PPIL4	HAP1	-0.964764942865158	0.0368739410113423
CAB39	HAP1	-0.463522134409166	0.0370488843430849
TCOF1	HAP1	-0.828089469548562	0.0370488843430849
TOP3A	HAP1	-0.713347047623161	0.0370488843430849
QTRTD1	HAP1	-0.602315730269315	0.0371560817670087
PATL1	HAP1	-0.444601681181636	0.037656221063519
ARPC3	HAP1	-0.566083426018202	0.037741944120198
MRPL9	HAP1	-0.621753881436829	0.037741944120198
PRDM10	HAP1	-0.795797203859049	0.0378508563603272
CWF19L2	HAP1	-0.643372339067384	0.0383590024739059
RPS16	HAP1	-1.16559597018631	0.0385494563105207
TERF2	HAP1	-0.688053839391939	0.0385801344604048
ARPP19	HAP1	-0.518999134224013	0.0386676623877791
PFDN5	HAP1	-0.812714345739804	0.0386676623877791
MLX	HAP1	-0.628327825809472	0.0387788611109383
ZEB1	HAP1	-0.784990084269963	0.0390256939937764
VPS37A	HAP1	-0.798486343557845	0.0391377737726301
GLE1	HAP1	-1.30931589501883	0.0393908623466522
FAM98B	HAP1	-0.590000723929313	0.0396367111589631
MRPL27	HAP1	-0.762561695917588	0.0397502903295704
SEPT7	HAP1	-0.562524304072899	0.03986414968133
ARHGAP11A	HAP1	-0.994014354899112	0.040231650540849
M6PR	HAP1	-0.598318937154076	0.040231650540849
BZW2	HAP1	-0.705622125251186	0.0407425129255268
POLR3K	HAP1	-0.582206282321828	0.0407425129255268
SUGP2	HAP1	-0.533266064307199	0.0408588000192473
C9orf78	HAP1	-0.486063797099135	0.0409753728452231
